train_loss,test_loss,physics_loss,learning_rate
9.138530731201172,4.181232452392578,0.0,0.01
7.227933883666992,3.762091875076294,0.0,0.01
5.8743743896484375,3.515193223953247,0.0,0.01
4.971487522125244,3.403757333755493,0.0,0.01
4.462343692779541,3.3996639251708984,0.0,0.01
4.252984523773193,3.4641060829162598,0.0,0.01
4.18655252456665,3.552436590194702,0.0,0.01
4.125768661499023,3.6275475025177,0.0,0.01
4.023486614227295,3.6702983379364014,0.0,0.01
3.8932759761810303,3.665916919708252,0.0,0.01
3.7664682865142822,3.609074354171753,0.0,0.01
3.6654603481292725,3.509999990463257,0.0,0.01
3.595958709716797,3.3900229930877686,0.0,0.01
3.550398588180542,3.2731857299804688,0.0,0.01
3.514967203140259,3.178469657897949,0.0,0.01
3.4764513969421387,3.114952564239502,0.0,0.01
3.4267170429229736,3.0805253982543945,0.0,0.01
3.364109754562378,3.064373731613159,0.0,0.01
3.291917562484741,3.052359104156494,0.0,0.01
3.2153480052948,3.03281831741333,0.0,0.01
3.1391854286193848,3.0002098083496094,0.0,0.01
3.0668110847473145,2.955465793609619,0.0,0.01
3.0000977516174316,2.9042224884033203,0.0,0.01
2.939427137374878,2.854464292526245,0.0,0.01
2.8834943771362305,2.8141543865203857,0.0,0.01
2.8293607234954834,2.789175033569336,0.0,0.01
2.773470640182495,2.782276153564453,0.0,0.01
2.7133493423461914,2.7932305335998535,0.0,0.01
2.6487276554107666,2.819467544555664,0.0,0.01
2.5811681747436523,2.8561902046203613,0.0,0.01
2.5126726627349854,2.8961734771728516,0.0,0.01
2.4448139667510986,2.9308462142944336,0.0,0.01
2.3787946701049805,2.952979326248169,0.0,0.01
2.3153433799743652,2.9591081142425537,0.0,0.01
2.2541749477386475,2.9502272605895996,0.0,0.01
2.1940159797668457,2.930940866470337,0.0,0.01
2.1334362030029297,2.9074459075927734,0.0,0.01
2.071512460708618,2.8847458362579346,0.0,0.01
2.0080647468566895,2.865264654159546,0.0,0.01
1.9436861276626587,2.8502132892608643,0.0,0.01
1.8792839050292969,2.8413748741149902,0.0,0.01
1.8152974843978882,2.840451240539551,0.0,0.01
1.7516626119613647,2.8466312885284424,0.0,0.01
1.6884220838546753,2.8551740646362305,0.0,0.01
1.625738501548767,2.858982801437378,0.0,0.01
1.5637956857681274,2.8531861305236816,0.0,0.01
1.5031753778457642,2.8394205570220947,0.0,0.01
1.444521427154541,2.8247556686401367,0.0,0.01
1.3879395723342896,2.8158180713653564,0.0,0.01
1.3334922790527344,2.8139848709106445,0.0,0.01
1.2813360691070557,2.815061569213867,0.0,0.01
1.2312744855880737,2.813581705093384,0.0,0.01
1.183144211769104,2.8080332279205322,0.0,0.01
1.136699914932251,2.8003616333007812,0.0,0.01
1.0913279056549072,2.7914628982543945,0.0,0.01
1.0470129251480103,2.7793784141540527,0.0,0.01
1.0044081211090088,2.760740041732788,0.0,0.01
0.9639588594436646,2.7340915203094482,0.0,0.01
0.9258655905723572,2.703037738800049,0.0,0.01
0.8901638984680176,2.6738595962524414,0.0,0.01
0.8567088842391968,2.6493608951568604,0.0,0.01
0.8252713084220886,2.6265852451324463,0.0,0.01
0.7955086827278137,2.6008427143096924,0.0,0.01
0.7669955492019653,2.571051836013794,0.0,0.01
0.7392956614494324,2.540398597717285,0.0,0.01
0.7123095393180847,2.5124692916870117,0.0,0.01
0.686275839805603,2.487745761871338,0.0,0.01
0.6613475680351257,2.4646618366241455,0.0,0.01
0.6374135613441467,2.4426510334014893,0.0,0.01
0.6141349077224731,2.422112464904785,0.0,0.01
0.5912774801254272,2.4023935794830322,0.0,0.01
0.5686798095703125,2.3811538219451904,0.0,0.01
0.5462034344673157,2.3563108444213867,0.0,0.01
0.5238767266273499,2.3281097412109375,0.0,0.01
0.5017639994621277,2.2983205318450928,0.0,0.01
0.47993090748786926,2.268361806869507,0.0,0.01
0.4583773612976074,2.2391843795776367,0.0,0.01
0.43710392713546753,2.2123184204101562,0.0,0.01
0.4161244034767151,2.189143657684326,0.0,0.01
0.3954782485961914,2.168769121170044,0.0,0.01
0.3753185570240021,2.1480462551116943,0.0,0.01
0.35574811697006226,2.124342918395996,0.0,0.01
0.3367915153503418,2.0978758335113525,0.0,0.01
0.3184563219547272,2.0705766677856445,0.0,0.01
0.3007754683494568,2.043635606765747,0.0,0.01
0.2838083803653717,2.0173652172088623,0.0,0.01
0.2676030099391937,1.9926249980926514,0.0,0.01
0.25215092301368713,1.9708141088485718,0.0,0.01
0.2374396175146103,1.9526665210723877,0.0,0.01
0.22346049547195435,1.9381499290466309,0.0,0.01
0.21016407012939453,1.927492380142212,0.0,0.01
0.19753068685531616,1.9209892749786377,0.0,0.01
0.18557988107204437,1.9173823595046997,0.0,0.01
0.17436012625694275,1.9140113592147827,0.0,0.01
0.16389723122119904,1.9094446897506714,0.0,0.01
0.15417669713497162,1.9046714305877686,0.0,0.01
0.1451433002948761,1.9007542133331299,0.0,0.01
0.13672538101673126,1.8966737985610962,0.0,0.01
0.12886382639408112,1.8907734155654907,0.0,0.01
0.12151230871677399,1.8832054138183594,0.0,0.01
0.11464100331068039,1.875409722328186,0.0,0.01
0.1082463413476944,1.8680524826049805,0.0,0.01
0.10231909155845642,1.86113703250885,0.0,0.01
0.0968259945511818,1.8555335998535156,0.0,0.01
0.09172852337360382,1.852508306503296,0.0,0.01
0.08699484169483185,1.8519141674041748,0.0,0.01
0.08260966837406158,1.8525125980377197,0.0,0.01
0.07855856418609619,1.8539633750915527,0.0,0.01
0.07482743263244629,1.8569585084915161,0.0,0.01
0.07139990478754044,1.8615024089813232,0.0,0.01
0.06824897229671478,1.866653323173523,0.0,0.01
0.0653475746512413,1.8719992637634277,0.0,0.01
0.06267617642879486,1.8779621124267578,0.0,0.01
0.06021733209490776,1.884524941444397,0.0,0.01
0.05795575678348541,1.8910276889801025,0.0,0.01
0.05587384104728699,1.8974227905273438,0.0,0.01
0.053956471383571625,1.9043946266174316,0.0,0.01
0.05218948796391487,1.9119399785995483,0.0,0.01
0.050558220595121384,1.9190670251846313,0.0,0.01
0.04904766008257866,1.9251869916915894,0.0,0.01
0.04764452204108238,1.9307397603988647,0.0,0.01
0.04633750393986702,1.936186671257019,0.0,0.01
0.04511595889925957,1.9413543939590454,0.0,0.01
0.04397077485918999,1.9459702968597412,0.0,0.01
0.04289460927248001,1.9501228332519531,0.0,0.01
0.041882485151290894,1.9540554285049438,0.0,0.01
0.04093051329255104,1.9579828977584839,0.0,0.01
0.04003394395112991,1.9621572494506836,0.0,0.01
0.03918757662177086,1.9667710065841675,0.0,0.01
0.038386132568120956,1.9717473983764648,0.0,0.01
0.03762512654066086,1.976787805557251,0.0,0.01
0.03690127655863762,1.981712818145752,0.0,0.01
0.03621264174580574,1.98665452003479,0.0,0.01
0.03555707633495331,1.9918156862258911,0.0,0.01
0.034932006150484085,1.997182011604309,0.0,0.01
0.03433508425951004,2.0026328563690186,0.0,0.01
0.03376369550824165,2.008129596710205,0.0,0.01
0.03321562707424164,2.0136027336120605,0.0,0.01
0.03268874064087868,2.018929958343506,0.0,0.01
0.032181303948163986,2.0241239070892334,0.0,0.01
0.03169136121869087,2.029254913330078,0.0,0.01
